,dmdtda
1169,-0.4488
1319,-0.3352
1483,-0.8276
4732,-0.2683
1623,-0.4801
6751,-0.8999
2252,-0.4896
1822,-1.2758
12,-0.1623
2585,-0.9899
712,-0.3353
5876,-0.3757
3017,-0.6573
6723,-0.6038
4868,-0.6787
151,-0.4413999999999999
1749,-0.6621
4396,-0.5141
298,-0.4581
4584,-0.2751
5855,-0.6672
146,-0.8049
4099,-0.0693
5225,-0.3562499554234775
1608,-0.572
463,-0.0263
1823,-0.8905999999999998
6065,-0.2131
2955,0.0855
3441,-0.3744
4189,-0.2079
3243,-0.2031
6573,0.0096
3471,-1.014
4361,-0.1705
645,-0.347
2894,-0.1427
1603,0.0098
2555,0.1356
2351,-0.3254
6663,-0.2002
2205,-0.0765
4069,-0.4829
4603,-0.0149
2733,-0.6106
6089,-0.9952
275,-0.0445
1123,-0.4928
5464,-0.6409
6148,-0.249
3996,-0.1869
1458,-0.3104
77,-0.8725000000000002
4937,-0.9768
4126,-0.6567
2092,-0.4538
1750,-0.6504
2376,-0.3646
4596,-0.0725
5108,-0.7437
4342,-0.3044
4500,-0.2036
548,-0.6789
5328,-0.4587719762258563
1554,-0.8400000000000001
4003,-0.3915
138,-0.2639
4649,0.0481
4710,-0.3905
4814,-0.2036
3855,-0.1237
4176,-0.6842
4122,-0.738
1012,-0.5688
3755,-1.0986
4313,-0.5744
5314,-0.7057
6245,-0.4866
744,-0.5503
3428,-0.1491
582,-0.2621
4671,-0.0809
4601,0.1275
5833,-0.2636
600,-0.6767
3977,-0.4389999999999999
4637,-0.0936
884,-0.5013
4031,-0.227
6524,0.0093
6187,-0.4444
2067,-0.5407
6094,-0.0521
2724,-0.8771000000000001
5476,-0.5477
3786,-0.05
3307,-0.5199
4376,-0.5458
2506,-0.8027
5387,-0.2839
4348,-1.0372
5895,-0.3875
5681,-0.5219
1061,-0.7657
44,-0.5157
483,-0.0291
3621,-0.3245
1528,-0.2212
3088,0.1372
1171,-0.2187
1682,-0.3753
952,-1.0547
5766,-0.2211
5258,-0.0882
281,-0.4099
3196,-0.3819
6477,0.0116
3200,-0.3868
3902,-0.4905
1729,-0.0815
2072,-0.0064
6576,-0.1609
2283,-0.4692
823,0.4911
1678,-0.5532
4577,-0.1559
6374,-0.0616
523,-0.3629
5849,0.1143
5352,-1.2695
5269,-0.4223
738,-0.4587719762258563
2099,-0.3562499554234775
6414,-0.7568
6136,-1.0322
5587,-0.4775999999999999
6810,-0.1922
3149,-0.1269
4520,0.0124
3495,0.0061
5392,-1.0236
53,-0.4243
2347,-0.5223
4839,-0.4122
2554,-0.1983
3328,0.1282
2013,-1.1512
3033,-0.1967
3360,-0.557
4177,-0.8583999999999999
3644,0.1179
2690,-0.7343
3076,-0.242
3575,-0.6584
964,-0.9083
1157,-0.3736
3526,-0.3505
5482,-0.2459
2756,-0.9559
6384,-0.4513
2197,-0.0296
3896,-0.2082
1922,-0.1036999999999999
6644,0.0756
3490,-0.3123
6803,-0.728
2109,-0.6408
2839,-0.4404
4707,0.1698
1235,-0.03
2855,0.0089
163,0.3045
6738,-0.5017
6577,0.2454
2287,-0.3645
2103,-0.6928
817,-1.0662
3571,-0.7753
6656,-0.2318
4354,-0.7885
3779,-0.1026999999999999
5471,-0.0012
5637,0.0973
1092,-0.7221
4975,-0.056
5057,0.0259
1180,-0.5758
4699,-0.0091
5463,-0.2608
4319,-0.9025
1517,0.2782
4994,-0.6392
6504,-0.4587719762258563
4088,-0.0493
4127,0.2016
4907,-0.2554
4061,-0.4958999999999999
1090,-0.6081
1177,-0.7123
5109,-0.9711
1808,-0.4013999999999999
97,-0.2765
2725,-1.159
959,-0.1891
4317,-0.4708
746,-0.3769
4987,-0.3562499554234775
2021,-0.639
3677,-0.8459999999999999
3295,-0.3538
5620,-0.5999
4759,-0.4730999999999999
5744,-0.4461
4532,-0.2192
4644,-0.4728
3438,-0.702
3954,-0.2462
6080,-0.0706
2541,0.2518
3519,-0.3819
1594,-0.3865
70,-0.1
166,-0.8286
2844,-0.372
3634,-0.4286999999999999
614,-0.584
2411,0.2564
782,-0.4351999999999999
6207,-0.696
240,-0.8844
6309,-0.3131
3248,-0.5379
1791,-0.8076000000000001
986,0.2797
1380,-0.0298
743,-0.0942
3049,-0.0271
2627,-0.4416
898,-0.8388
5844,-0.5406
1109,-0.611
2080,-0.4019
3339,-0.1902
6057,-0.0501
5213,-0.2737
2367,-0.1053999999999999
5134,-0.9429
5006,-0.6392
4879,-0.0707
377,-0.4854999999999999
5943,-0.7149
4475,-0.0462
6135,-0.5248
1107,-0.7665
984,-0.9815000000000002
4571,-0.098
3614,-0.8732
4138,-0.6062
1933,-0.8017
6753,-0.6628
2131,-0.8613
3771,-0.1241
741,0.0511
2671,-0.6932
6490,-0.4587719762258563
5377,-0.2905
3544,-0.8240999999999999
4938,-0.4680000000000001
5896,-0.2361
6646,-0.0884
2975,-0.5093
1447,-1.861
3369,0.0896
2924,0.1474
3712,-0.2907
6614,-0.1608
4295,-0.5423
3314,-0.3728
758,-0.7936
2701,-0.7987
6569,-0.6496
1071,-0.5603
6131,-0.2886
2444,-0.8240000000000001
3433,0.1913
611,-0.3036
670,-1.0095
6762,-0.4501
3626,-0.5003
4861,-1.2061
1398,-0.2708
5979,-0.552
69,-0.0246
2238,-0.6158
116,-0.1796
3000,-0.0189
1674,-0.4427
6705,-0.1881
6396,-0.6029
3224,-0.5461
5749,-0.2125
6749,-0.6032
4866,-0.2218
1413,-0.6775
2765,0.0671
1989,-1.2461
2211,-0.312
3820,0.0489
5187,-1.0162
3418,-0.4724
2919,-0.2673
4613,0.0648
5703,-1.2569
2599,-0.2159
4276,-0.2691
988,-0.4505
3999,-0.2681
4259,-0.3898
6519,-0.0345
1598,-0.4201
5042,-1.1076
5410,-1.7387
241,-0.7255
6632,-0.5616
6448,-0.4587719762258563
763,-0.6637
3031,-0.051
1223,-0.2015
4725,-0.1087999999999999
3242,0.2636
496,-0.1837
4578,-1.036
5914,-0.3895
2029,-0.9694
5695,-0.5998
6091,-0.58
2107,-0.4114
1412,-0.4652999999999999
6625,-0.7087
1250,-0.0903
5863,-0.1104
277,-0.9506
164,-0.6904
3611,-0.2032999999999999
4804,-0.1276
1556,-1.4243
2760,-0.0177
5536,-0.3938
1437,0.0227
2010,-0.8520999999999999
1360,-0.0425
5801,-1.3218
5318,-0.383
540,-0.1449
5560,-0.3677
3190,-0.2955
2918,-0.0179
229,-0.4234999999999999
3650,-0.4680000000000001
2722,-1.0081
2341,-0.0449
3046,-0.5966
6800,-0.0486
6643,-0.6302
4244,-0.6632
1962,-0.5784
4170,-0.4269999999999999
2875,-0.1223
343,-0.0457
6695,0.0178
2979,-0.9217
563,0.1082
4265,-0.1042
4548,-0.0188
637,0.0963
2863,0.2655
2645,-0.007
920,-0.2229
3260,-0.6618
3724,-0.1894
1776,-0.7
4695,0.1124
1373,-0.2406
1508,-0.3005
5527,-0.6797
4576,-0.1194999999999999
3745,-0.3272
2732,-0.7912
307,-0.6438
2182,-0.6384
5644,-0.9396
5800,-0.7342
3722,0.0179
1894,-0.0347
3698,-0.3865
5038,-0.163
3857,0.1046999999999999
5625,-0.1633
3970,-0.6713
5385,-0.6097
441,-0.5685
26,-0.3811
4594,0.3809
6025,-0.2068
4134,-0.1429
944,-0.0572
332,0.0129
317,-1.0555
3475,-0.5651
78,-0.7367
3235,-0.2258
1755,-0.6058
5525,-1.1902
4,-0.4587719762258563
5296,-0.9109
4318,-0.8309999999999998
5257,-0.1449
3964,-0.5662
4665,-0.136
6407,-0.0014
1479,-0.7088
1875,-0.9125
3279,-0.1377
5299,-0.6749
6737,-0.6778
3518,-0.5743
4430,-0.5499
5382,-0.6614
6690,-1.4152
6151,0.1435
1575,-0.1546
198,-0.7864
1037,-0.0152
2969,-1.0369
2966,-0.4044999999999999
2386,-0.3211
5036,0.0526999999999999
6255,-0.4444
3888,-0.5856
3064,-0.3716
1904,-0.4965
5522,-0.4011
4847,0.0398
5103,-0.5542
5137,-0.9898
6026,-0.5425
2512,0.1353
1664,-0.0091
2027,-0.7431
2290,-0.3711
1432,-0.4587719762258563
764,-0.9806
4264,-0.177
4001,-0.3819
5154,0.0365
2995,-0.2302
4257,0.2316999999999999
2799,-0.0168
5384,-0.9287
6780,-0.4836999999999999
4871,-1.1086
3173,-0.2811
3071,-0.0196
1767,-0.7835
4953,-0.0779
3413,0.1032999999999999
5955,-0.1623
2525,-0.2032
1963,-0.6004
739,-0.3562499554234775
1759,-0.3717
4570,-0.381
452,-0.5815
3231,0.1259
2459,-0.5766
3364,-0.3222
435,-0.4322
4346,-0.4729
4019,-0.1724
6324,-0.3335
2231,0.1481
5178,-0.7106
127,-0.1482
4298,-0.4665
1680,-0.452
3651,-0.7828
978,-0.5398
5732,-0.019
2755,-0.4852999999999999
2336,-0.4271
5699,-0.7561
5916,-0.3023
4436,-0.7841
2880,-0.6173
260,-0.4739
93,-0.3399
5473,-0.296
1624,-0.0213
3252,-0.6691
1610,-0.6834
4602,-0.2362
1908,-0.5779
3962,-0.7958
5355,0.2625
6235,0.0851
5533,-0.3946
4620,0.0653
2422,-0.5338
5341,-0.6112
4521,-0.2791
1635,-0.3982
1347,0.4328999999999999
6824,-0.616
4232,-0.2555
4458,-0.5416
6825,0.0067
1670,-0.8615
2377,-0.4634999999999999
5568,-0.448
2617,0.3783
3911,-1.0841
4439,-0.0521
3985,-0.0311
3512,-0.6494
1931,-0.554
3336,-0.5465
1661,0.0072
2371,-1.2537
2917,-0.2852
3608,-0.8253999999999999
2579,-0.1639
3879,0.0432
3259,-0.3238
2882,0.3161
6032,-0.2989
4157,0.0331
2798,-0.0363
2281,-0.6476
80,0.2193999999999999
3740,-0.2204
359,0.0563999999999999
4071,-0.3605
6342,-0.3262
6613,0.4607
6209,-0.5886
5922,-1.0075
2673,-0.1308
6108,-0.4195
5879,-0.8631
301,-0.5993
4749,-0.5301
1344,-0.1619
2152,-0.8272
2854,-0.1921
6304,-0.7766
2736,-0.2344
3034,0.2634
3293,-0.6193
6745,-0.6962
3402,-0.5292
6194,-0.5288
5990,-0.7431
4050,-0.5407
6283,-0.244
5518,-0.4925
708,-0.314
1316,-0.2627
1987,-0.4131
2128,-0.5883
5064,0.0505
5578,-0.6408
4648,-0.134
960,-0.2044
3739,0.2817
1337,-0.1981
2168,-0.0897
1064,-1.1275
3648,-0.4587719762258563
3246,-0.0743
5709,-0.7684
6054,-0.4577999999999999
6512,-0.1227
5545,-0.4861
5292,-0.2617
535,-0.2617
6149,-0.3774
2948,-0.3552
3936,-0.7142
2160,-0.7186
5736,-1.427
735,-0.6515
5190,-0.8069
5981,-0.2094999999999999
1351,0.4487
2720,-0.7228
5656,-0.1205
688,-0.3335
60,-1.464
4040,-1.3636
5818,-0.5213
133,-0.154
6012,-0.8911
2510,-0.4253
3507,-0.0342
6665,-0.509
893,-0.7468
3882,-0.6546
5776,-0.8888
1433,-0.3562499554234775
4979,-0.2295999999999999
3819,-0.3965
6547,0.1346
2620,-0.4242
90,-0.7369
121,-0.0603999999999999
4617,0.1826
2861,-0.5886
6758,-0.1276
322,-0.5219
3130,-0.4469
5911,-0.22
3449,-0.3033
3796,0.1252
834,-0.4779
3456,-0.2721
1325,0.31
1260,-0.3932
1713,-0.2199
1829,0.2164
3166,-0.0369
5452,-0.6188
1140,-0.4325
3425,-0.2197
6418,-0.7149
4590,-0.5019
3566,-0.0779
1434,-0.609
5790,-0.2134999999999999
2094,-0.5371
5325,0.4742
6670,-0.6005
649,-0.1208999999999999
4330,-0.4050000000000001
1515,0.0368
4607,-0.1944
1724,-0.3745
1888,-0.4587719762258563
3030,-0.3086
4563,-0.0314
1386,-0.5304
5423,-0.2777
2846,-0.7306
5673,-0.2963
4976,0.1838
3931,-0.9092
1835,-0.5289
4491,0.2852
4497,-0.3492
3395,0.0883
4463,-0.7597
784,-0.2611
5804,0.0062
6476,-0.2624
4758,-1.0004
5330,-0.6101
4900,-0.223
1646,-0.7351
3168,0.295
3372,-0.5146
4315,-0.5955
598,-0.6958
466,-0.3926
1794,-0.5587
3233,-0.0276
2423,-0.3413
4783,-0.4793
6200,-0.6829
3397,0.0862
5808,-0.4325
3052,-0.4184
3236,-0.514
1551,-0.9518
6529,-0.6789
5210,-0.6388
2406,-0.4535
261,-0.4128
118,-0.2711
1697,-0.5665
75,-0.3649
1334,-0.0955
4674,-0.0767
5085,-1.2487
2154,-0.8993
211,-0.9255
568,-0.3681
6023,-0.3562499554234775
3883,-0.4076000000000001
6430,-0.1967
6335,-0.6554
2082,-0.9379
3053,0.3181
372,-1.1346
6056,-0.6185
861,-0.2302
2322,-0.368
4884,-0.2771
4837,-0.5351
3193,-0.3903
5462,-0.749
2961,-0.0788
2529,0.0944
1026,-1.1232
6742,-0.2869
2122,-0.5098
680,0.1265
1588,-0.2557
3556,-0.7377
610,-0.2234999999999999
6222,-0.1508
3583,-1.6042
2566,-0.2421
1306,-0.6782
5167,-0.8336
6679,-0.0988
4220,-0.3474
3909,-1.1697
74,-0.7553
3136,-0.5745
498,-0.0625
3655,-0.9332
890,-0.9645
4268,-0.7951
1274,-0.4947
5323,-0.6394
658,-0.6667
2751,-0.0211
6640,-0.5564
4365,0.1207999999999999
1368,-0.0154
4688,-0.0641
4531,0.1942
574,-0.2396999999999999
1796,-0.7584
3904,-1.3419
1367,-0.0763
1720,-0.246
3306,-0.6714
6783,0.0651
6230,-0.3793
1141,-0.2298
4999,-0.6044
4308,-0.6233
6725,-0.2694
3047,-0.1815
1526,-0.3966
6247,-0.1859
4888,-0.4326
969,-0.2313
2734,0.1685
5839,-0.8865000000000001
3869,-0.1431
3016,-0.1799
657,-0.1956
4462,-0.5345
5221,0.0957
2929,0.0822
3466,-0.2539
2710,-1.0372
3313,-0.3702
5763,-0.0811
5135,-0.7821
2489,-0.8718
5010,-1.088
4421,-0.4524
4920,-0.612
2153,-0.2802
6160,0.181
3578,-0.4431999999999999
5885,-0.1633
1132,0.0568999999999999
3564,-0.8328
1983,-0.6635
6633,-0.7208
5827,0.4219
1101,-0.9356
1537,-0.4393000000000001
5721,-0.3562499554234775
2060,-0.3657
3431,-0.6013
4158,-0.1026
6481,-0.5029
5247,0.2924
3092,-0.8916000000000001
6144,0.0294
6562,-0.5322
6310,-0.0218
2495,-1.1593
1460,0.2592
5889,-1.0839
2942,-0.4061
450,-0.611
1501,-0.2495
4680,-0.2894
2947,-0.1433
876,-0.7446
1688,-0.1814
4066,-0.1308
98,-0.4836999999999999
329,0.1318
6176,-0.3901
6496,0.0258
1803,-0.1597
1258,-0.4686
2316,-0.0763
360,0.0071
3399,-0.0737
1268,-0.3756
2079,-0.5861
6404,-0.866
5012,-0.6897
1555,-0.4786
2562,-0.123
808,-0.4569
2651,-0.1939
5444,-0.8591999999999999
1899,-0.2291
1998,-0.5698
3548,-0.7557
6649,-0.1983
5237,-0.2502
3541,-0.7959
4957,-0.1594
3500,-0.4168999999999999
4781,0.2454
5925,-1.1674
5235,-0.0392
2840,-0.7474
2309,-0.5891
3179,-0.4951
3025,-0.2429
6828,-0.5718
5088,0.1443
696,-0.1213
1161,-0.4646
6162,0.3325
2493,-0.5792
942,-0.1119
6340,-1.0428
2573,-0.6117
1568,-0.8314
1399,0.0923
2656,-1.1134
3087,-0.3781
555,-0.2649
5470,-0.2419
5837,-0.0862
6154,0.0556999999999999
4910,-0.8223
785,-0.0347
1095,-0.6569
2867,0.032
4468,-0.4998
5850,-0.4469999999999999
5067,-0.3404
915,-0.7752
397,-0.5242
6259,0.0115
5874,-0.7781
5080,-0.8097999999999999
1533,-0.4471
1054,-0.1356
3282,-0.698
4211,-0.867
843,-0.0375
961,-0.2786
81,-0.2842
4989,0.0033999999999999
457,-0.1538
5613,-0.3797
4485,0.0226
4112,1.1914
3592,-0.1681
6256,-0.2594
1491,-0.2791
2475,-0.4133
757,-0.0932
4072,-0.1056
3944,-0.0907
4278,-0.3755
5654,-1.0121
5648,-1.1914
3951,-0.1596
1887,-0.5892
6331,-0.8644999999999999
1178,-1.0182
3818,-0.6467
948,-0.6505
3841,0.0533
3010,-0.5795
1091,-0.0741
3450,-0.9858
5956,-0.4888
5779,-0.3465
6651,-0.3325
3560,-0.7385
242,-0.9476
4453,0.3906
5079,-0.16
3816,-0.4926
2612,0.0566999999999999
572,-0.3004
2432,-1.0007
4523,-0.373
4143,0.1761
4414,0.0231
799,-0.1363
325,-0.0785
3084,-0.6257
5421,-0.1553
5376,-0.2518
4192,-0.1764
5541,-0.306
869,-0.9425
2001,0.1056
6281,0.0551
3342,-0.1176
1388,-0.5939
4210,-0.1769
1252,-0.5621
4704,-0.9349
6769,0.0181
2700,-1.1711
2429,-0.6691
4822,-0.5403
4684,0.1679
5926,-0.647
2560,-0.2519
4844,-0.4504
2507,-0.3994
3807,-1.1688
6823,-1.0286
4996,-0.9928
1088,-0.5074
1840,-0.2991
3907,-0.1788
5607,-0.4495
1393,-0.3034
4701,0.1808
4106,-0.0326
2658,-0.3413
4924,-0.3436
383,-0.0157
1563,-0.3665
6195,-0.4647
6463,-0.4899
2879,-0.0982
2359,-0.3048
1494,-1.2338
5353,-0.7802
313,-0.4695999999999999
2171,-0.8787
3887,0.074
4587,-0.1202
520,-0.117
2068,-0.234
394,-0.5229
3272,-0.8646
6397,-1.0642
4269,-0.0612
912,-0.5413
530,0.056
6227,-0.4269
3925,-1.3123
3283,-0.8469
6715,-0.199
205,-0.533
5586,-0.9741
39,-0.1267
2468,-1.0108
3764,-0.2457999999999999
2292,-0.8269
2087,-0.1072999999999999
1790,-0.6532
2593,-0.3023
6720,-0.7375
4329,-0.1386
2813,0.0499
28,-0.7252
6672,-0.1669
4752,-0.6319
2988,-0.1676
5972,-1.3946
3480,-0.3551
1119,-0.755
5021,-0.4241
234,-0.5206
4502,-0.8003
2412,-0.0757
113,-0.8196999999999999
517,-0.6487
4338,-0.9299
5487,-0.5348
5049,-0.6751
5936,-0.4123
1828,-0.1401
2654,-0.5211
4457,-0.1718
2607,-0.3151
2753,-0.1113999999999999
1960,-0.2682
3104,-0.6719
5755,-0.1311
5447,-0.3589
2684,-1.2058
1852,0.152
2996,0.0851
1544,-0.4107
4241,-0.3548
3354,-0.2483
1247,-0.1545
3440,-0.4729
4250,-0.2986
2208,-0.4673999999999999
2248,-0.6114
2796,-0.1078
2747,0.0774
5478,-0.7473
6801,-0.5664
6271,-1.1369
157,-0.3301
4836,-0.3088
3189,-0.2679
1407,-0.1075
3663,-0.8006
5003,0.7566
4668,0.1173999999999999
6421,-0.5124
1696,-0.1084
4659,-0.0117
4390,-0.1745
3963,-0.8924999999999998
6143,-0.7216
2766,-0.8291000000000001
3837,-0.1133
5176,0.0556
737,0.131
3763,-0.1842
4968,-0.5787
5912,-0.4744
3801,-0.1223
2810,-0.0373
2119,-0.2427
4792,-0.548
5619,-0.4537
6241,-0.624
176,-0.8438000000000001
2598,-0.06
4343,0.1672
1443,-0.7126
5883,-0.689
10,-0.8070999999999999
770,-0.6892
3845,-0.1777
1009,-0.4615
1084,-0.3336
5961,-0.0714
6208,-0.1656
2162,-0.54
5676,-0.7245
5265,-0.2171
1557,-1.0188
5058,-0.3568
2827,-0.883
4722,-0.1993
2470,-0.571
4496,-0.1143
1690,-0.4479
4631,-0.1936
3998,-0.6596
4811,-0.9738
6733,-0.3715
2036,-0.3933
4724,-0.5839
815,-0.9581
6729,-0.1222
1955,-0.7619
4212,-0.9147
3880,0.1917
2172,-0.382
2465,0.0763
3696,0.0209
5026,-0.2261
1163,-0.2636
675,-0.0119
2563,0.1852
1281,0.0133
1734,0.1508
1087,-0.5161
1660,-0.1933
4047,-0.6376
6319,-0.1284
518,-0.4124
5677,-0.9397
3100,-0.7115
366,-1.0337
5783,0.5641
5139,-0.2016
4219,0.2577
6075,-0.383
1210,0.3499
587,-0.7624
3415,-0.0792
4652,-0.0072999999999999
174,-0.7812
3528,-0.3893
381,-0.6459
6660,-0.1472
651,-0.3064
6634,0.172
2849,-0.2724
6318,-0.8518000000000001
6332,-0.592
928,-0.1165
5843,-0.8162
192,-0.381
5015,-0.1782
2774,0.0118
1485,-0.2567
1639,-0.3767
6607,-0.1258
3945,-0.4546
1415,-0.676
128,-0.5961
6468,1.3717
4712,-0.628
4945,-0.5504
3913,-1.0938
1926,-0.4298
2038,-0.2638
2296,-0.2497999999999999
5562,-0.1238
6203,-0.4236
4733,0.09
4694,-0.3542
3214,-0.3755
5906,-0.3625
2574,-0.5145
4540,-0.4789
5726,-0.3496
3717,-0.3763
3299,-0.4232
1251,-0.5745
5791,-0.2252
4963,-0.3572
4024,-0.5837
4609,-0.5478
4067,-0.6345
2250,-0.592
136,0.4947
4572,-0.1967
1957,-0.3691
3391,-0.0648
4203,-0.6617
338,-0.3587
5327,-0.8054
1946,-0.5798
1571,-0.2455
6307,-0.7494
3721,-0.1794
4641,0.1682
2083,-0.516
5591,-0.5009
2933,-0.2855
2368,-0.8194000000000001
2633,0.1377
3690,-0.2025999999999999
4767,-0.9425
5082,-0.2431
1126,-0.1984
4460,-0.1189
4965,-1.2349
5520,-0.5289
1282,-0.1532
2011,-0.4114
2481,-1.0026
597,-0.0645
6049,0.058
4653,-0.039
1170,-0.4858
3561,-0.6174
4167,-0.09
6376,-0.7791
4008,0.4936
5659,-1.5617
4880,-0.6547
6353,-0.5746
3711,-0.3341
3521,-0.1652
542,-0.0847
238,-0.7097
6709,0.3001
2987,0.635
5169,-0.836
4728,-0.0506
5342,-0.4434
1299,-0.1121
1114,-0.0824
3462,-0.2136
2181,-0.1532
412,-0.6374
3287,-0.495
6274,-1.3413
32,-0.3188
5301,-0.1143
2084,-0.7599
4658,-0.2707
2173,-0.0455
4995,-1.2471
5532,-0.6685
6262,-0.5316
480,-0.5466
4320,-0.2054999999999999
3790,-0.2701
4689,-0.0897
2192,-0.6197
3920,-0.758
5053,-0.3307
6373,-0.4061
1764,-0.2868
2488,-0.8306000000000001
4022,-1.3069
1051,-0.1796
1465,0.2817
1820,-0.1863
2129,-0.4932
5047,-0.1643
4284,-0.3514
5747,-0.8383
4384,-1.1095
1436,0.3147
939,-0.2516
4120,0.1833
4525,-0.6335
139,-0.2367
6602,-1.1584
1691,-0.0576999999999999
4181,-0.8404
1705,0.114
86,-0.6835
1305,0.5537
5161,-0.434
1050,-0.4168999999999999
2229,-0.1115
6102,-1.4236
487,-0.2633
4742,-0.3871
4708,-0.7698
5588,-0.9971
1383,-0.3556
223,-0.0798
3591,-0.6647
2711,-0.4718999999999999
1237,-0.1868
5202,-0.0281999999999999
1484,-0.8408999999999999
3729,0.0691
1673,-0.4333
3898,-0.4704
4042,-0.0918
659,-0.6603
3618,-0.1602
2265,-0.4206999999999999
2046,-0.3043
4092,0.1472
6355,-0.7899
4367,-0.9263
4301,-0.2663
716,-0.2626
5592,-0.6127
1148,-0.3155
3679,-0.127
1201,0.1941
1672,-0.4565
6381,0.5466
1278,-0.7722
3070,-0.038
5649,-1.0793
4470,-0.3384
6266,-0.3613
4490,-0.4134
3885,0.2531
3555,-0.573
1909,-0.9955
4971,-0.1264
6550,-0.1739
5576,-0.6817
214,-0.001
1366,-0.2871
30,-0.4241
5612,-1.182
5615,-0.16
2085,-0.2911
5786,-0.2915
583,-0.4989
4146,-0.6905
1742,-0.6324
901,-0.4577999999999999
1145,-0.5424
109,-0.4543
245,-0.214
1585,-0.0492
3784,-0.3574
5639,-0.765
2375,-0.5313
4449,-0.0467
6763,-0.0339
4933,0.2681
5076,-2.2926
6217,-0.3385
5054,-0.0417
2349,-0.1485
570,-0.7873
6096,-1.0259
5920,-0.502
1597,-0.1534
3358,-0.5176
3330,-1.0432
1737,-1.1783
913,0.1923
4121,-0.3789
3534,-0.5101
5153,-0.6195
3624,-0.2644
3461,-0.4649
2939,0.0829
1858,-0.6067
3737,-0.0391
358,-0.3127
5357,0.1583
4260,-0.7373
6443,-0.5965
4514,-0.3327
4185,-0.0431
449,-0.932
3969,-0.1106999999999999
2088,-1.0382
2886,-0.1039
5446,-0.5859
1057,-1.5575
5252,-0.2174999999999999
1453,-0.5867
5739,-0.8382
2482,-0.3809
5572,-0.56
6145,-0.1247
2224,-0.1739
630,-0.7776
1439,-1.1024
23,0.0426
35,0.0939
2632,-1.1073
550,-0.6716
6697,-1.0164
2095,-0.0874
6330,-0.9401
3284,-0.3323
5927,-1.1493
21,-0.3754
5513,-0.6054
6277,-0.5153
2661,-0.0907
1938,0.2813
4865,-0.1894
3304,-0.9457
6278,-0.0458
6555,0.0543
3352,-0.6238
832,-0.2244
2418,0.0087
2694,-0.7574
2676,-0.7932
2626,-1.1716
6150,-0.0159
5406,-0.9264
6095,-0.2389
6426,-0.4521
5435,-0.6586
6814,-0.0964
902,-0.6622
1130,-0.3595
5087,-1.2966
4650,-0.3988
5543,-0.8365
6206,-0.4218
5929,-0.9349
6755,-0.5837
838,-0.1105
3892,-0.4534000000000001
120,-0.2602
1970,-0.8797
5508,-0.125
2005,-0.5524
4476,-0.2855
844,-0.28
1207,-0.3662
3694,-0.1927
2758,-0.2591
3674,0.0256
2871,-0.1457
2628,-0.1474
5413,-0.4755
2990,0.0722
181,-0.6308
295,-0.4604
6533,-0.5022
6788,-0.2085
1845,0.495
1662,-0.8972999999999999
5484,-0.3854
2435,-0.0838
5750,-1.3207
6731,-0.3562499554234775
6039,-0.3557
726,-0.6364
1815,-0.6041
4949,-0.2343
615,-0.3039
1043,-1.0425
1606,-0.4831
4283,0.2262
2952,-0.0563
3481,-0.1321
2317,-0.187
3082,-0.0485
609,-1.3523
2623,-0.7031
4582,-0.058
4383,-0.6886
5039,0.1797
5324,-0.082
5197,-0.7642
846,-0.6546
5,-0.3562499554234775
4405,-0.2952
5813,-0.7693
992,-0.4984
1596,-0.4424
3110,-0.917
3042,-0.9992
5992,-1.0658
2527,0.3416
4335,0.1289
2499,-0.2797
5671,0.0508
2478,-0.9108
4535,-0.2526
6410,-0.0727
1743,-0.5488
4593,-0.4814
346,-0.1151
6641,-0.3276
6474,-1.6252
1196,-0.6598
3875,0.0076
2644,-0.3273
6772,-0.6412
4686,-0.4072
1936,-0.3991
3878,-0.0382
2621,0.1135
3422,-0.5358
1384,-0.6227
4331,-0.3863
6760,-0.8041
1142,-0.41
1529,-0.1379
5483,-0.045
1604,0.0746
4655,-0.1304
4193,0.1187999999999999
6349,-0.5415
4447,0.1311
3700,-0.2587
1826,-0.4947
4902,-0.256
4434,-1.3065
2460,-0.8922000000000001
5124,-0.1511
806,0.4523
6442,-0.5795
282,-0.1845
2502,-0.6397
2795,-0.2778
1072,-0.645
289,0.0348
4312,-0.274
2469,-0.2829
3738,-0.3871
6683,-0.1274
4190,0.0552
6764,-1.2829
5356,-3.807
1231,0.0548999999999999
2672,-0.8463
1216,-0.4587719762258563
638,-0.6541
3503,-0.3023
5847,-0.4859
4845,-0.3134
1023,-0.1369
566,-1.0001
4982,-0.5658
6789,-0.0055
4770,0.0306
787,-0.2595
6506,-0.2294
6326,-0.3058
1261,-0.0363
4080,-0.5349
2438,-0.5882
4914,-0.6722
3093,0.1127
4413,-0.0588999999999999
1079,-1.5272
5875,0.0798
1348,0.0276
165,-0.6367
3539,-0.0443
1190,-0.8313
3890,-0.1458
1543,-0.7152
4970,-0.8474999999999999
779,-0.2809
3127,-0.4864
2479,-0.4166999999999999
2580,-1.0091
5857,0.2032999999999999
1719,-0.4997
5505,-0.6375
4286,-0.6842
2228,-0.0657
285,-0.4461
5240,-0.2275999999999999
3989,0.1614
2862,-0.2877
575,0.5274
6538,-0.226
6655,-0.3562499554234775
3633,-0.3075
5001,-0.1288
6619,-0.3562499554234775
3815,-0.2189
2870,-0.7011
6292,-0.3112
6005,-0.613
5249,0.1767
5419,0.0067999999999999
4616,-1.1034
