,dmdtda
5366,-0.5504
2528,-0.851
1139,-0.1045
1739,0.1559
953,0.0723
2731,-0.4763
6295,-0.3144
4009,-0.1927
4782,-0.6593
4832,0.2336999999999999
3891,-0.307
2121,0.1496
1290,-0.2099
4254,-0.5923
4128,-0.4803
4488,-0.5254
5941,-0.8466000000000001
2524,-1.1435
342,-0.258
603,-0.0499
538,-0.4156000000000001
4945,-0.5504
792,-0.4897999999999999
1184,-0.5653
6324,-0.3335
4975,-0.056
1448,-1.5057
2610,-0.9776
5371,-0.3948
1762,-0.1555
4432,-0.6147
5259,-0.0285
1582,-0.1136
4469,-0.5858
584,-0.8595
1388,-0.5939
2867,0.032
3952,-0.7865
3352,-0.6238
2409,-0.6064
403,-0.3018
1613,0.1008
5979,-0.552
3612,-0.7563
1572,-1.3022
2813,0.0499
1255,0.1602
1893,-0.6928
1631,-0.3892
4498,-0.0213
515,-0.5413
5435,-0.6586
6363,-0.2572
1258,-0.4686
6158,-0.9909
277,-0.9506
6392,-0.0372
963,-0.4656
2888,-0.1913
740,-0.4634999999999999
3965,-1.1066
1847,-0.7311
3308,-0.5563
1126,-0.1984
845,-0.3287
5569,-0.9087
3070,-0.038
2354,-0.6486
5493,0.3328
138,-0.2639
3906,-0.1093
4532,-0.2192
4022,-1.3069
3822,-0.6206
6651,-0.3325
664,-0.7144
4974,-0.386
1287,-0.0376
6250,-0.3454
5519,-0.7835
6015,-0.6226
2272,-1.1827
63,-0.5538
4200,-0.2129
69,-0.0246
5218,-0.2415
83,-0.5851
3184,0.0536999999999999
6256,-0.2594
2183,-0.3099
1368,-0.0154
4579,-0.8307
3077,0.0825
2385,-0.5253
2825,-0.5582
4095,-0.5375
5734,-0.5995
4613,0.0648
6552,-0.211
2136,-0.6847
540,-0.1449
5447,-0.3589
1556,-1.4243
397,-0.5242
5295,-0.0988
934,-0.0944
6080,-0.0706
5300,-0.4261
760,0.0481
1021,-1.0134
5374,-1.1811
2260,-0.8884000000000001
501,-0.33
4979,-0.2295999999999999
3667,-0.3562499554234775
6381,0.5466
6471,-0.9944
3446,-0.5801
3735,-0.0745
4072,-0.1056
6181,-0.5635
6365,-1.0859
161,-0.8223
5020,-0.5808
5279,-0.6949
6242,-0.3664
2850,-0.2448
5344,-0.4587719762258563
6602,-1.1584
5056,-0.2046
987,-0.4979
5136,-0.7488
4463,-0.7597
6782,0.0016999999999999
1691,-0.0576999999999999
364,-0.5549
336,-0.1758
6433,-0.5236
3573,-0.6676
4216,-0.7216
5795,-0.9549999999999998
4204,-0.4741000000000001
4951,-0.3058
3032,0.1966
6587,-0.7692
4218,-0.5193
5271,-0.43
2248,-0.6114
2599,-0.2159
4831,-0.0067
3047,-0.1815
1879,-0.1276
3803,-0.1238999999999999
3167,-0.1554
4131,0.5564
5188,-0.4715
3216,-0.6619
128,-0.5961
5388,-0.7359
1962,-0.5784
5833,-0.2636
6018,-0.795
2332,-0.4078
3165,-0.421
1159,-0.8400000000000001
3736,-0.1752
3793,-0.2949
39,-0.1267
2864,-0.6921
6814,-0.0964
2236,-0.5635
4533,0.0207
1819,-0.5056
4660,-0.5336
4005,-0.159
4333,-0.3562499554234775
2390,-0.0624
6033,0.0057
6692,-0.5205
496,-0.1837
4440,0.3241
2224,-0.1739
5542,-0.6001
4082,-0.2318
2853,-0.0733
3053,0.3181
3493,-0.507
4084,-0.2507
1053,-0.3134
3640,-0.028
1349,-0.1966
1760,-0.6475
355,-0.1392
6291,-0.3735
2962,-0.124
2838,-0.8783999999999998
1794,-0.5587
4138,-0.6062
503,-0.2799
2330,-0.7826
2377,-0.4634999999999999
6269,-1.2535
800,-0.5601
5450,-1.3049
6713,0.0964
5212,-0.4798999999999999
1310,-0.231
4346,-0.4729
2539,-0.0285
1315,-0.1711
99,-0.5641
2041,-0.8022
1223,-0.2015
5077,-1.7757
4471,0.1234999999999999
1755,-0.6058
5115,-1.1
6161,-0.0354
6225,-0.4317
4266,-0.873
3008,-0.5914
484,0.1748
5787,-0.3749
3764,-0.2457999999999999
2759,-0.2497999999999999
5693,-0.37
6585,-0.1865
4735,0.1985
2324,-0.5326
3131,-0.6019
5932,-0.5168
6175,-0.386
4722,-0.1993
1743,-0.5488
3459,-0.6441
4192,-0.1764
3786,-0.05
6133,-0.5215
6026,-0.5425
302,-0.0213
2841,-1.7635999999999998
4899,-0.499
6632,-0.5616
1945,-0.7473
280,-0.1724
6723,-0.6038
4214,-0.5424
6338,-0.0082
3437,-0.1025
5031,-0.622
3143,0.0196
599,-0.7621
6591,-0.1533
2597,-0.4025
1235,-0.03
5874,-0.7781
6079,0.3124
4462,-0.5345
5783,0.5641
5624,-1.0405
4670,-0.1984
4160,-0.6986
1216,-0.4587719762258563
4643,-0.2555
5859,-0.2237
661,-0.6577
5641,-0.9035
5322,-0.7963
1257,-0.4474999999999999
3708,-0.1776
1875,-0.9125
2984,0.1608
4830,-0.0204
2720,-0.7228
2213,-0.1278
3742,-0.3034
5063,-0.2978
1014,-0.5975
4661,0.0819
2018,-0.8741
408,-0.253
758,-0.7936
720,-0.4791999999999999
310,-0.9855
2682,-0.7799
5630,-0.8230999999999999
2874,0.508
2914,-0.0917
4238,0.2463
230,-0.4692999999999999
298,-0.4581
6073,-0.775
4424,-0.3741
4705,-0.1645
6375,-0.0769
1585,-0.0492
137,-0.288
4685,-0.2862
3591,-0.6647
289,0.0348
4058,-0.506
4162,-0.2485
2622,-0.6242
2594,-0.9388
3351,0.0192
985,-0.8274000000000001
637,0.0963
249,-0.5973
543,-0.1338
1484,-0.8408999999999999
699,-0.4401
4489,0.1839
2200,-0.3273
951,-0.7465
2474,-0.2835
206,-0.2271
4371,-0.4777
5391,-0.4335
6416,-0.7083
6696,-1.4051
2255,-0.3402
1820,-0.1863
225,-0.212
2399,-0.2437999999999999
3577,-0.0516
744,-0.5503
5173,-0.528
5777,-1.3
6827,0.1661
6243,-0.2490999999999999
5318,-0.383
847,-0.8554999999999999
5007,-0.3906
2449,-0.0054
5948,-0.4601
6305,-0.4121
662,-0.6878
4418,-0.1226
5446,-0.5859
2138,-0.4018
3486,-0.3771
1527,-0.4375
1086,-0.7814
6378,-0.4431999999999999
4844,-0.4504
5506,-0.1243
1283,0.0638
2567,-0.6858
4146,-0.6905
3353,-0.1938
5165,-1.8464
1106,-0.7624
2096,-0.8785000000000001
1603,0.0098
5896,-0.2361
4866,-0.2218
1084,-0.3336
4154,-0.5315
4571,-0.098
3623,-0.751
4144,-0.3186
3876,0.0657
6331,-0.8644999999999999
1796,-0.7584
566,-1.0001
5914,-0.3895
4036,-1.0182
3628,-0.1607
6402,-0.5606
2180,-0.3855
5676,-0.7245
1825,-0.558
4609,-0.5478
2250,-0.592
1507,-0.1581
1823,-0.8905999999999998
5877,0.043
6059,-0.0404
1581,-0.3298
2362,-0.7016
1573,-0.8961
1929,-1.0217
4277,-0.4092
2484,-0.3757
4582,-0.058
4804,-0.1276
3276,-0.4330999999999999
5420,-0.6031
4453,0.3906
1398,-0.2708
4846,1.6103999999999998
530,0.056
5750,-1.3207
2508,-0.6483
4858,-0.4450999999999999
2974,-0.6137
5315,-0.0926
1765,-0.4778
3012,-0.7661
990,-0.18
5469,-0.0192
1264,-0.2526
464,-0.4426
3146,-0.1878
981,-0.3983
4624,-0.5586
182,-0.288
4282,0.037
570,-0.7873
1656,-0.2138
1485,-0.2567
6353,-0.5746
2605,-0.0866
2612,0.0566999999999999
1279,-0.203
1882,0.0848
940,-0.2739
1935,-1.0539
1957,-0.3691
2042,-0.2048
2986,-0.4650999999999999
1337,-0.1981
854,-0.4587719762258563
5306,-0.9795
5772,0.0411
3,-0.3562499554234775
3067,0.0144
6028,-0.4591
1851,-0.651
5365,-0.7649
2570,-0.7746
1154,-0.2787
6257,-0.2277
6534,-0.3172
148,-0.5727
6237,-0.5061
3074,-0.059
4853,-0.0882
1512,-0.62
6224,-0.4825
4527,-0.0752
5992,-1.0658
3378,-0.7835
3472,-0.0761
2979,-0.9217
6681,0.5306
2629,-0.0957
6453,-0.7025
4739,-0.8486
4227,-0.0897
5348,-0.2604
6266,-0.3613
631,-0.667
1874,-0.2783
4881,-0.7218
2725,-1.159
3546,-0.8952
4386,-0.5649
3242,0.2636
1206,-0.2012
1557,-1.0188
3069,-0.0444
2349,-0.1485
3208,-0.6811
3783,-0.3591
347,-0.0918
1911,-0.4596999999999999
3766,-0.2058
6102,-1.4236
4779,-0.1534
1411,0.0906
5016,-0.7939
4499,0.0098
0,-0.4587719762258563
1358,-0.4065
5379,0.17
1195,-0.9708
2737,-0.1749
4537,-0.2265
2516,-0.8299999999999998
6398,-0.2768
6081,-0.3637
5049,-0.6751
5968,-0.785
2269,-0.7556
4310,-0.3709
5267,-0.3308
120,-0.2602
3523,-0.6659
1276,-0.4684
6572,-1.2217
6180,-0.6219
2584,0.1683
5470,-0.2419
9,-0.4767
4676,-0.1233
2225,-0.4766
4871,-1.1086
5602,-0.6159
2199,-0.0332
5855,-0.6672
4461,-0.1462
6643,-0.6302
2666,-0.4332
1946,-0.5798
6605,-0.0452
6809,-0.7497
3791,-0.2481
523,-0.3629
872,-0.5678
4056,-0.9135
5951,-0.7209
4656,-0.7936
2805,-0.5751
2515,-1.0557
3611,-0.2032999999999999
4513,-0.2707
697,0.0953
3826,-0.0313
4107,-0.5439
2522,-0.534
6815,-0.0983
5387,-0.2839
1035,-0.8966
2357,-0.4344
1861,-0.3486
2288,-0.5632
4455,-0.3449
2957,-0.5454
3113,-0.7454
3614,-0.8732
3626,-0.5003
4313,-0.5744
4187,-0.6685
4450,-0.1144
4648,-0.134
1972,-0.328
91,-0.6705
5732,-0.019
4900,-0.223
5586,-0.9741
4920,-0.612
282,-0.1845
2690,-0.7343
586,-0.9012
322,-0.5219
4380,-0.6444
4941,-0.2738
2278,-0.2593
3130,-0.4469
6577,0.2454
4264,-0.177
3753,0.0942
5375,-0.2826
6788,-0.2085
813,-0.1732
4116,-0.2526
390,-0.2984
6656,-0.2318
3944,-0.0907
1844,0.0176
44,-0.5157
1431,-1.5907
4081,-0.448
4851,-0.1653
42,-0.6429
2181,-0.1532
980,-0.5281
508,-0.2915
2709,-0.5874
4030,-0.9487
5681,-0.5219
5724,-0.4587719762258563
5353,-0.7802
4794,-0.5706
2305,-0.428
4948,-0.2286
5191,-1.0192
1130,-0.3595
3438,-0.702
1359,-0.2965
4623,0.1637
6678,-0.214
6490,-0.4587719762258563
793,-0.0885
4053,-0.3481
5107,-0.2133999999999999
4512,0.039
59,-0.5823
3073,-0.4361
5639,-0.765
404,-0.5748
4354,-0.7885
1010,-0.4741000000000001
5610,-0.492
3990,-0.5289
5742,-0.6936
1049,-0.9064
1856,0.0632
1600,-0.4587719762258563
2245,-0.4283
3192,-0.5364
3913,-1.0938
6066,-0.1542
780,-0.1183
5042,-1.1076
2447,-0.1735
373,0.0473
25,-0.3939
4446,-0.4025
4042,-0.0918
6261,-0.3799
1245,-0.1709
4543,0.0885
3679,-0.127
1382,-0.4165
5628,-0.8154
3252,-0.6691
2546,-0.7686
1662,-0.8972999999999999
830,-0.6094
6710,0.1233
2954,0.187
2167,-0.383
915,-0.7752
5662,0.118
6407,-0.0014
3921,-0.8173999999999999
1732,-0.3421
6601,-0.4859999999999999
198,-0.7864
1156,-0.2975
5737,-0.7939
332,0.0129
3534,-0.5101
3237,0.252
3583,-1.6042
626,-0.6114
972,-0.0625
826,-0.4328
4877,-0.0882
29,-0.5312
1869,-0.0998
6299,-0.8306000000000001
3344,-0.4699
6600,-0.1502
1012,-0.5688
641,-0.4431
2426,-0.6663
3313,-0.3702
3307,-0.5199
3749,-0.0256
2211,-0.312
380,-0.7334
1351,0.4487
689,-0.1089
4538,-0.2338
4175,-0.0276
3019,0.3571
3333,-0.0481
2525,-0.2032
2878,0.2293
1371,-0.1806
5645,-0.6378
741,0.0511
2873,0.0104
5067,-0.3404
1890,0.2056
4332,-0.4587719762258563
3770,-0.2989
2060,-0.3657
601,-0.1998
4013,-0.0546999999999999
4798,-0.3798
313,-0.4695999999999999
3272,-0.8646
1638,-0.0358
433,-0.452
3902,-0.4905
2160,-0.7186
2817,-0.11
2317,-0.187
4565,-0.0313
6,-0.4587719762258563
5364,-1.1748
5120,-0.6466
4008,0.4936
1529,-0.1379
1922,-0.1036999999999999
2793,-0.976
4415,-0.0531
4017,-0.0085
4369,-0.0805
6171,-0.0796
354,-0.2529
4888,-0.4326
1618,-0.659
1272,-0.2422
2475,-0.4133
3090,-0.39
4760,-0.8625
5186,-0.4194
6108,-0.4195
98,-0.4836999999999999
1050,-0.4168999999999999
3807,-1.1688
6308,-0.0454
5993,-0.9367
4069,-0.4829
4122,-0.738
6488,-0.4587719762258563
1887,-0.5892
6112,-0.3153
4694,-0.3542
34,-0.8745
596,-0.3981
2478,-0.9108
4984,-0.5207
1202,-0.0441
4590,-0.5019
4891,-0.5082
3402,-0.5292
521,0.0739
3551,-0.5861
2509,-0.6085
2401,-0.3096
2341,-0.0449
6153,-0.1092
1719,-0.4997
1107,-0.7665
3887,0.074
370,-0.5369
4355,-0.3877
126,-0.1201
5164,-0.9012
1293,0.2873
1789,-0.4332
2209,-0.6854
1680,-0.452
331,0.0124
2489,-0.8718
859,-0.0713
5500,-0.5438
2416,-0.4634999999999999
3496,-0.4265
2427,-0.6099
1988,-0.1416
5147,-0.9154
1145,-0.5424
632,-0.7443
4887,-0.4786
1590,-0.1482
3278,-0.556
5327,-0.8054
4112,1.1914
3900,-0.3398
452,-0.5815
465,-0.4825
5606,-0.4882000000000001
2150,-0.4957
6149,-0.3774
1363,0.023
2541,0.2518
5208,-0.0706
5498,-0.2142
6823,-1.0286
2993,0.0949
2561,-0.6773
1192,-0.1292
1164,-1.2739
3903,-1.0583
1720,-0.246
4411,-0.1886
6762,-0.4501
3853,0.0039
5170,-0.4173
1203,-0.3989
877,-0.2398
154,-0.9265
5258,-0.0882
1071,-0.5603
1586,-0.6291
3620,-0.3439
2081,0.0231
3134,-0.0101
475,-0.7042
5376,-0.2518
5830,-0.6009
5151,-0.3342
592,-0.8802999999999999
6057,-0.0501
6309,-0.3131
4602,-0.2362
5041,-0.7027
2945,0.1372
1473,-0.3613
608,-1.2275
1297,-0.1164
5158,-0.1625
4111,-0.736
3279,-0.1377
4819,-0.3371
4990,-0.3593
6746,0.3146
3147,-0.8557
5671,0.0508
3348,-0.4447
6742,-0.2869
267,-0.7078
3727,0.0140999999999999
2432,-1.0007
6290,-0.1368
3189,-0.2679
5605,-0.3562499554234775
5029,-0.3562499554234775
3882,-0.6546
1675,-0.6356
4778,-0.7076
5955,-0.1623
6245,-0.4866
2142,-0.8727
5051,-0.5881
5549,-1.0522
1155,0.0265
909,-0.9922
1137,-0.1563
5755,-0.1311
1052,-0.5914
3674,0.0256
350,-0.4828
2926,-0.135
4959,-0.5621
5299,-0.6749
1007,-0.8918000000000001
3836,-0.5001
6615,0.3849
2890,-0.4587719762258563
6513,0.2166999999999999
5128,-0.4587719762258563
5659,-1.5617
2902,-0.3149
1410,-0.6495
7,-0.3562499554234775
3931,-0.9092
4334,-0.3073
903,-0.5515
3390,-0.5962
1777,-0.0303
2378,-0.2714
3971,-1.1722
2452,0.1035
5392,-1.0236
4611,-0.4037
6271,-1.1369
986,0.2797
8,-0.7824
6276,-0.7583
4983,-0.1233
6525,-0.2876
5509,-0.3021
3941,-0.3053
679,-0.0691
3244,-0.5607
12,-0.1623
5282,-0.205
1190,-0.8313
1633,-0.4178
1528,-0.2212
5226,-0.4781000000000001
6808,-0.8257999999999999
5587,-0.4775999999999999
6659,-0.1989
1149,-1.1161
4723,0.3106
708,-0.314
6741,0.5993
3516,-0.0964
1254,-0.1259
6010,-0.4122
5408,-0.7753
5792,-0.681
1917,-0.7137
1334,-0.0955
6191,-0.724
5035,0.3097
3790,-0.2701
5776,-0.8888
2529,0.0944
4377,-0.1532
234,-0.5206
3716,-0.0355
2239,-0.4732
40,-1.1914
1928,-0.6863
1814,-0.3958
1370,-0.56
5956,-0.4888
1075,-0.5507
1640,-0.4311
1924,-0.6745
6454,-1.0345
6546,-0.0475
505,-0.3577
4126,-0.6567
2188,-0.7195
3946,-0.3088
183,-0.2306
1429,-0.8747
2718,-0.2688
2678,-1.085
1865,-0.1086999999999999
6619,-0.3562499554234775
4279,-0.6255
4442,-0.4553
3379,-0.1401
6657,-0.2083
2044,-0.1
1496,-0.6888
5088,0.1443
3915,-0.4391999999999999
305,-0.3998
4318,-0.8309999999999998
340,-0.457
3589,-0.5477
273,-0.7512
2075,-0.0945
751,-0.7604
1062,-0.7739
6516,-0.3233
3023,-0.4417
3091,0.1651
5854,-0.5838
6458,0.2643
3424,-0.6598
1629,0.0293
4869,0.2587
2140,-0.3371
2017,-0.3523
1460,0.2592
4335,0.1289
1064,-1.1275
1612,-0.0281999999999999
2915,0.0657
1277,-0.2528
2897,-0.2344
1565,0.1111
145,-0.4601
1617,-0.1086999999999999
5321,-0.3527
6493,-0.4596
3220,-0.5906
3394,-0.3989
6780,-0.4836999999999999
3926,-0.534
6706,-0.1981
215,-0.2633
5207,-0.3208
1273,-0.4629999999999999
5769,-0.0356
1688,-0.1814
291,-0.8785000000000001
1183,-1.1224
2368,-0.8194000000000001
3518,-0.5743
6435,-0.5337
6831,-0.6494
3662,-0.9832
4680,-0.2894
121,-0.0603999999999999
4420,-0.7304
6182,-0.5022
984,-0.9815000000000002
4185,-0.0431
2112,-0.4389999999999999
5462,-0.749
3025,-0.2429
753,0.1666
2879,-0.0982
588,-0.6291
6818,-0.2277
2175,0.0619
5893,-0.2352
6554,-0.2359
6614,-0.1608
4422,-0.6055
1733,-0.2607
2656,-1.1134
1967,-0.5075
4483,0.0315
1026,-1.1232
2730,-0.4957
4864,-0.9069
2699,-0.4365
882,-0.3974
2342,-0.7546
3124,0.0144
6170,-0.2802
3269,-0.3043
2499,-0.2797
812,-0.2577
6188,-0.2513
6637,-0.1914
430,-0.8092
4125,-0.0312
2047,-0.0581
575,0.5274
4793,0.3709
1642,-0.2934
6311,-1.0003
6103,-1.3348
77,-0.8725000000000002
1758,-0.5785
2110,-1.0176
3434,-0.5172
3403,-0.3031
4518,0.3505
5636,-0.4139
4795,-0.1133999999999999
6628,-0.2841
4856,-0.3066
1430,-1.7121
5756,-0.7228
5143,-0.7948
5124,-0.1511
366,-1.0337
447,-0.0706
4434,-1.3065
3580,-0.4612
2243,-0.5193
5086,-1.4243
4614,-0.6009
1584,-0.3972
6030,-0.3369
1000,-0.453
1339,0.0153
6061,-0.7975
4679,-0.2408
3528,-0.3893
3089,0.1975
2742,-0.2311
4812,-1.816
3078,-0.5769
5727,-0.2405
612,-0.2532
2947,-0.1433
4492,-0.0806
457,-0.1538
297,-0.5562
4908,-0.1862
823,0.4911
2293,-0.5421
383,-0.0157
955,0.0792
5637,0.0973
461,-0.3092
5294,-1.2631
132,-0.2783
361,-0.2259
3138,-0.0491
2803,-0.4572
900,-0.7681
6089,-0.9952
3883,-0.4076000000000001
5694,-0.2827
4182,-0.3362
1845,0.495
4123,-0.0802
5674,-0.5338
2985,0.0571
4080,-0.5349
890,-0.9645
1750,-0.6504
212,-1.1699
3856,-0.7988
3102,-0.6921
6082,-0.6121
5368,-1.3188
2024,-0.7472
3171,-0.6037
1657,-0.4085
3395,0.0883
4490,-0.4134
6439,-0.4385
904,-0.603
135,-0.4381
2001,0.1056
2191,-0.9495
5514,-0.677
6690,-1.4152
3009,-0.1544
2422,-0.5338
4104,-0.0343
6292,-0.3112
6731,-0.3562499554234775
6264,-0.7651
3420,-0.495
247,-0.4385
5920,-0.502
729,-0.0798
6051,-0.4889
1321,1.6079
2614,-0.0867
6820,-0.1324
896,-0.6963
2344,-0.1313
5015,-0.1782
5806,-0.8541000000000001
2107,-0.4114
4052,-0.4793999999999999
2847,-1.031
3026,-0.347
196,-1.6924
1970,-0.8797
5307,-0.3565
3840,-0.2917
5895,-0.3875
5934,-0.7417
6336,-0.7575
4233,-0.3444
5998,-0.3804
6738,-0.5017
6476,-0.2624
217,-0.6983
2831,-0.2098
4328,-0.5822
6450,-1.1644
2971,-1.0789
5687,-0.3562499554234775
5421,-0.1553
4754,-0.418
2641,-0.5072
2493,-0.5792
4688,-0.0641
5634,-0.7506
6391,-0.5514
4496,-0.1143
61,-0.7059
1863,-0.2157
2238,-0.6158
2764,-0.4835
2620,-0.4242
3995,-0.1996
4761,-0.6338
5885,-0.1633
635,-0.8003
6387,-0.449
3453,0.093
2067,-0.5407
1659,-0.6246
5984,-0.6232
4632,0.0508
1077,-0.6361
6783,0.0651
3661,-0.6347
1614,-0.6115
3182,-0.1719
18,-0.3701
2214,-0.5165
6796,-1.0832
2088,-1.0382
2425,-0.6062
4520,0.0124
4926,0.2719
1432,-0.4587719762258563
4893,-0.7416
242,-0.9476
2438,-0.5882
1125,-0.0583
1563,-0.3665
3142,-0.1525
2448,-0.1147
5044,-0.5118
1176,-1.1755
6007,-0.6998
2672,-0.8463
3722,0.0179
5944,-0.7005
2376,-0.3646
6760,-0.8041
6187,-0.4444
294,-0.2434
2998,0.1317
5523,-0.5357
1229,-0.575
4284,-0.3514
6013,-0.1042
3085,-0.3607
6317,-0.4770999999999999
4703,0.0122
672,-0.506
5518,-0.4925
5087,-1.2966
5019,0.0445
3123,-0.1383
339,-0.5619
3397,0.0862
801,-0.4721
1284,-0.0308
3778,-0.1407
6620,-0.3995
50,-0.3898
5622,-0.2643
5442,-1.1756
1186,-0.806
4994,-0.6392
786,0.172
2295,-0.3007
690,-0.1336
4403,-0.4543
1781,-0.796
5332,-0.65
5314,-0.7057
6111,-0.9584
1420,-0.3177
5947,0.2817
2334,-0.2701
6383,-0.8351
5999,-0.6271
4918,-0.2344
2875,-0.1223
2978,-1.0182
6410,-0.0727
2348,-0.6298
2688,-0.7464
5438,-1.4621
6562,-0.5322
1915,-0.347
1790,-0.6532
533,-0.9101
4738,-0.6019
2609,-0.1723
3125,0.1071
4259,-0.3898
2834,-0.3243
5635,-1.2704
3963,-0.8924999999999998
4155,0.0216
799,-0.1363
5815,-1.0467
4525,-0.6335
2769,0.3351
5654,-1.0121
6509,0.1995
4324,-0.5449
3418,-0.4724
6397,-1.0642
3292,-0.6571
5566,-0.4549
4031,-0.227
778,0.3343
797,-0.9289
6770,-0.0048
97,-0.2765
5377,-0.2905
5935,-0.6522
1786,-0.6924
6393,-0.9559999999999998
6301,-0.1588
2706,-1.0607
6430,-0.1967
5726,-0.3496
2171,-0.8787
4833,0.0086
5040,-0.4168999999999999
1953,-0.3329
3731,0.2581
5623,-0.0408
4972,-0.5963
4854,-0.6505
6148,-0.249
4143,0.1761
1975,-0.8347999999999999
4531,0.1942
2279,-0.0024
2988,-0.1676
880,-1.3709
3892,-0.4534000000000001
2412,-0.0757
4765,-0.4786
3314,-0.3728
2120,-0.4222
1395,-0.1451
6022,-0.4587719762258563
992,-0.4984
1327,0.1137
709,0.1728
3426,-0.5035
405,-0.15
839,0.0703
4323,-0.6827
102,-0.9963
4285,-0.7407
647,-0.2334
3324,0.3772
5288,-0.5838
5972,-1.3946
3483,-0.1765
1267,-0.3339
956,-0.727
2564,-0.0695
4534,-0.1356
4040,-1.3636
5328,-0.4587719762258563
1073,-0.4448999999999999
2994,0.1296
1157,-0.3736
2392,-0.5576
735,-0.6515
5771,-0.3562499554234775
3966,-1.0312
6419,-1.0522
5481,-0.2427
5942,-0.6281
4944,-0.8753
6683,-0.1274
3197,-0.25
3619,-0.0466
1421,-0.622
1433,-0.3562499554234775
3510,0.0692
100,-0.2029
152,-0.4511
2032,0.0256
4251,0.0494
2294,-0.1999
4708,-0.7698
3018,-0.2223
275,-0.0445
4047,-0.6376
5210,-0.6388
2634,-0.1016999999999999
2705,0.4391
5924,-1.0013
5427,-0.9017
5904,-0.7599
2015,-1.2073
3723,-0.109
4962,-0.2128
5749,-0.2125
3191,0.1231
4637,-0.0936
6563,-1.0031
5997,-0.5828
3592,-0.1681
4272,0.0613999999999999
6077,-0.3657
409,-0.042
770,-0.6892
4749,-0.5301
6486,-0.6343
4132,-0.3817
3071,-0.0196
4269,-0.0612
2053,-0.2172
2822,-0.491
2640,-0.1052999999999999
746,-0.3769
4345,-0.3606
1394,-0.2918
1604,0.0746
4239,-0.1153999999999999
762,-0.4356
2935,0.0932
3688,-0.3738
6623,-0.0299
1144,-0.3537
1927,-0.4618
4769,-0.1095
353,-0.0333
445,-0.4602
14,-0.2347
6283,-0.244
3561,-0.6174
3361,-0.6942
3246,-0.0743
6055,-0.6061
4799,0.2349
171,-0.2577
6259,0.0115
555,-0.2649
2417,-0.3683
2830,-0.1532
5535,-0.498
737,0.131
6550,-0.1739
2415,-0.0558999999999999
802,-0.6785
223,-0.0798
5175,-0.8423
1423,-0.2114999999999999
5590,-0.4585
1344,-0.1619
6560,-0.5983
1654,-0.7057
4939,-0.6443
2663,-1.2631
4663,0.4031
6566,-0.3142
3460,-0.5638
5002,-1.4981
3517,-0.4717
5235,-0.0392
10,-0.8070999999999999
3048,-0.0058
5200,0.5948
3256,-0.9958
5589,-0.2555
1592,-0.5826
6408,-0.1106
134,-0.358
2845,-0.0043
1776,-0.7
5452,-0.6188
3083,0.1443
2843,-0.2524
24,-0.806
3186,-0.4321
568,-0.3681
2921,-1.0221
567,0.1495
86,-0.6835
816,-0.9399999999999998
4184,0.4077
6124,-0.4083
4736,-0.7524
2247,0.0267
1303,-0.1964
5403,-0.5224
4399,-0.3471
3657,-0.9574
3866,0.3068
4938,-0.4680000000000001
3875,0.0076
4572,-0.1967
4540,-0.4789
2359,-0.3048
495,-0.3119
6538,-0.226
6775,-0.2627
1396,-0.2788
2129,-0.4932
5127,-0.1421
3287,-0.495
5548,-0.9245
2182,-0.6384
1833,-0.2954
6765,-0.7503
3306,-0.6714
399,-0.2079
5350,0.0869
2277,-0.5175
2287,-0.3645
4401,-0.366
103,-0.623
2476,-0.6888
5398,-0.1181
4517,-0.2969
3702,0.0361
2306,-1.3758
1175,-0.8339000000000001
5174,-0.2787
982,-0.617
251,-0.9502
2267,-0.576
6519,-0.0345
2068,-0.234
5103,-0.5542
4603,-0.0149
870,-0.1173999999999999
2056,-0.4175
3431,-0.6013
2301,-0.2417999999999999
3056,-0.093
6768,0.2234999999999999
6366,-0.2175999999999999
5615,-0.16
2574,-0.5145
666,-0.9309
5308,-1.0864
3569,-0.5769
3096,-0.7384
974,-0.0822
2154,-0.8993
3334,-0.574
4338,-0.9299
4451,0.062
3263,0.2175999999999999
4289,-1.0458
5567,-0.6155
3565,-0.8923
4618,0.1689
4564,0.1848
5960,-0.506
3665,-0.6081
1872,-0.0788
614,-0.584
1265,-0.0469
656,-0.4803
607,-0.434
6520,0.0028
6511,-0.6986
1715,-0.0494
6042,-0.3136
4231,0.3936
4330,-0.4050000000000001
1978,-0.3541
6469,-1.1259
3204,-0.8379
1300,-0.631
5050,-0.207
3126,-0.1179
752,-0.2704
4720,-0.2872
5667,0.2736
1902,-0.7407
5196,-0.2806
1389,0.0768
5183,-0.0566
3889,-0.2294
5198,-0.5444
1936,-0.3991
3567,0.0499
6702,0.0479
4699,-0.0091
5008,-0.5725
2801,-0.0835
2566,-0.2421
3859,-0.4419
6604,-0.925
4293,-0.3671
3752,-0.139
5644,-0.9396
3327,-0.2185
3141,-0.2428
1364,-0.482
4634,-0.2997
195,-0.2585
5190,-0.8069
6253,-0.6529
1143,-0.5473
5728,-0.4587719762258563
930,-0.4938
1947,-0.4328999999999999
3190,-0.2955
3554,-0.615
670,-1.0095
5410,-1.7387
2796,-0.1078
4209,0.2689
3004,0.0111
4378,-0.1388
2692,-0.274
123,-0.7535
3264,0.6846
853,-0.469
1312,-1.0646
4425,-0.8027999999999998
3890,-0.1458
1,-0.3562499554234775
5304,-1.4687
